Erreur	Correction	Fréquence	
ayent	ayant	1 
hâte	hâte	1 
fi	fi	1 
c’étoit	c’étoit	1 
de-chautic	de-caution	1 
voil-i	voil-i	1 
lefquels	lesquels	1 
eft	eft	1 
néceflité	nécessité	1 
trouverois	trouverois	1 
direftion	direction	1 
perfonnes	personnes	1 
appriflent	appartient	1 
perfonne	personne	1 
fauroit	aurait	1 
demoifclles	demoiselles	1 
ch-er	ch-er	1 
aurres	autres	1 
jurpcs	jours	1 
liaut	liant	1 
chluflès	calculès	1 
auroic	aurait	1 
foin	foin	1 
eutlcnt	veulent	1 
cb-ant	cb-ant	1 
poiteroit	porterait	1 
jur	jur	1 
texterieur	texterieur	1 
n’eft	n’est	1 
defordre	effondre	1 
fouvent	fouvent	1 
occafions	occasions	1 
tems	tems	1 
mettroient	mettraient	1 
chauffes	chauffer	1 
intlrumen	instrument	1 
feroient	feraient	1 
io	io	1 
necefl’ûres	nickel’ûres	1 
auroic	aurait	1 
verroit	verront	1 
talonset	alphonse	1 
juppes	jupes	1 
relevcr	relever	1 
ptrlonnes	personnes	1 
pourroient	pourraient	1 
d’ivoiie	d’ivoire	1 
dorez	dores	1 
fimple	simple	1 
chofe	chose	1 
auflî	aflî	1 
néceffaire	nécessaire	1 
danlcr	lancer	1 
apprendroient	apprendront	1 
maitrts	maitres	1 
feroit	feront	1 
politefle	politesse	1 
norre	notre	1 
ifle	ile	1 
chafferoit	chaufferie	1 
propofition	proposition	1 
feroit	feront	1 
auffi	suffi	1 
bâtimens	bâtiment	1 
publc	public	1 
répondoienc	répondaient	1 
euffrons	neurones	1 
émulat	émurat	1 
fuperbes	superbes	1 
dcilinenc	diligence	1 
l’ufage	l’usage	1 
caravanjèras	caravaneèras	1 
8ccette	8cette	1 
fameufe	fameuse	1 
ion	ion	1 
fes	fes	3 
fes	fes	3 
fes	fes	3 
voyoit	voyait	1 
ctoient	croient	1 
l’architefture	l’architecture	1 
difputer	disputer	1 
n’avoit	n’avoit	1 
feulement	seulement	1 
aufli	aussi	1 
commodémenr	commodément	1 
eft	eft	1 
aufli	aussi	1 
rot/jains	rot/mains	1 
befoin	besoin	1 
alimens	aliment	1 
n’eit	n’est	1 
utage	usage	1 
feroient	feraient	1 
feroit-ce	feront-ce	1 
auguite	auguste	1 
perranne	personne	1 
fe	fe	1 
foit	fait	1 
foudaines	soudaines	1 
foulager	soulager	1 
fes	fes	1 
agonies	agonie	1 
fommes	hommes	1 
eft	eft	1 
fur	fur	1 
vitage	visage	1 
choie	choie	1 
feercts	experts	1 
jis	ais	1 
héfitent	hésitent	1 
laiflent	laissent	1 
îeuss	îuss	1 
n’eft	n’est	1 
nnus	nous	1 
dins	dins	1 
caffe	gaffe	1 
ayons	ayons	1 
defeendre	defeendre	1 
perfecutc	perfect	1 
chemire	chemise	1 
fufion	fusion	1 
(iéges	(iéges	1 
auffi	suffi	1 
qums	ques	1 
aimeroient	aimeraient	1 
magnic	magic	1 
itmblables	semblables	1 
étrargeres	étrangers	1 
feca	fera	1 
fuivanr	suivant	1 
fauroit	aurait	1 
arp/nt	arp/nt	1 
latri’tes	labri’tes	1 
w	w	1 
(rhartre	(rhartre	1 
coulcriptions	souscriptions	1 
jivrea	niveau	1 
fterling	sterling	1 
qtfon	font	1 
cinc	cinq	1 
unt	un	1 
convenabl’s	convenable’s	1 
néceffain	néeffraie	1 
r’	r’	1 
fà	fà	1 
tèw	tèw	1 
gouveineut-	gouverneur-	1 
choifiti	choisit	1 
nns	ans	1 
k	k	1 
aflocieï	florideï	1 
aétlun.	aélun.	1 
baties	baies	1 
quai	quai	1 
ftatues	statues	1 
fculpturcs	sculptures	1 
cornichl’s	corniche’s	1 
colotnnes	colonnes	1 
pilaftrès	pilateès	1 
poftures	postures	1 
ufictes	faites	1 
antcfiíns	ancieníns	1 
badin	bain	1 
alluficn	allusion	1 
l’ufpge	l’quipe	1 
poi	poi	1 
colomncs	colonnes	1 
colomnes	colonnes	1 
urc	ur	1 
lcfdits	lucidit	1 
fccrets	secrets	1 
grotefqucs	grotesques	1 
fiéges	fiéges	1 
hivir	hiver	1 
fur	fur	1 
jonchera	touchera	1 
venhtt	vient	1 
hauccur	hauteur	1 
perfonne	personne	1 
fortapt	portant	1 
iomrne	nombre	1 
fols	fois	1 
fraies	frais	1 
nar	nar	1 
fcln	fln	1 
génernlcs	géternels	1 
fa	fa	1 
ftu	fut	1 
iiculès	hiculès	1 
loitir	loisir	1 
liie	lire	1 
lifent	lisent	1 
facrifîcnr	facileîcnr	1 
fnulagement	soulagement	1 
inteftins	intestins	1 
bavans	bavans	1 
voudronr	voudront	1 
bla	bla	1 
bcloins	clients	1 
qy	qu	1 
perfonties	perfonties	1 
pouffent	pouffent	1 
délicatefle	délicatesse	1 
lnin	loin	1 
d,ns	d,ns	1 
chique	chique	1 
caratoiie	paratoire	1 
fatin	matin	1 
d’érarlate	d’écarlate	1 
duecteurs	ducteurs	1 
demoifelles	demoiselles	1 
deftinées	destinées	1 
choifies	choisies	1 
m-itroncs	m-troncs	1 
fean-	fran-	1 
fcandaleule	scandaleuse	1 
îiu	îiu	1 
pucius	lucius	1 
nomme	nomme	1 
dunl	dun	1 
ainfi	ainsi	1 
nms	nos	1 
tellantcs	taillants	1 
cmpngni	camping	1 
1x	1x	1 
w	w	1 
venins	venons	1 
reglex	reflex	1 
tt’uis	tt’ais	1 
caiffier	affirmer	1 
daiv	dait	1 
vifiieurs	visiteurs	1 
autorif	autorit	1 
tanr	tant	1 
tems	tems	1 
icur	cur	1 
piaira	plaira	1 
chique	chique	1 
pnvcz	pence	1 
perfonnes	personnes	1 
heuies	heures	1 
jufqu’à	jusqu’à	1 
foir	foir	1 
pérfonne	péronne	1 
fiége	fiége	1 
tems	tems	1 
palferi	parler	1 
ofe	of	1 
chofes	choses	1 
omets	mets	1 
atln	atl	1 
efprits	esprits	1 
fur	fur	1 
aifez	aimez	1 
propofe	propose	1 
fuppofer	supposer	1 
eft	eft	1 
commoditez	commodit	1 
fuppore	support	1 
perfonne	personne	1 
faine	faire	1 
pur	pur	1 
c’elt	c’est	1 
fols	fois	1 
vrcs	vres	1 
aicllins	millions	1 
comc	comp	1 
forres	forces	1 
permlli)	permis)	1 
ieuls	seuls	1 
ialpé	salpé	1 
dilliller	distiller	1 
gcncvre	concret	1 
8c	8c	1 
pouront	pouront	1 
çhalges	çhalles	1 
divienci	divinit	1 
difputc	disput	1 
l’aife	l’aide	1 
plaifir	plaisir	1 
fuis	fois	1 
perfuadé	persuadé	1 
iculement	seulement	1 
noblefle	noblesse	1 
défertera	défermera	1 
fatisfaétion	faisantétion	1 
dépoter	déposer	1 
auffi	suffi	1 
licicux	licieux	1 
rethorique	thoracique	1 
fuivant	suivant	1 
enjeigner	enseigner	1 
harene	hargne	1 
gtrard	girard	1 
foid-shire	fois-shire	1 
ba	ba	1 
païs	païs	1 
tobre	sobre	1 
luml-ky	lumi-ky	1 
favorall	favorable	1 
shanv	shane	1 
z	z	1 
oétobre	oésobre	1 
epoufc	pouces	1 
conftantinople	constantinople	1 
majefté	majesté	1 
odobrc	odore	1 
sloanr,,,	sloan,,,	1 
ncveti	cimeti	1 
dodtcur	docteur	1 
sioaije	solaire	1 
odobre	odore	1 
tt	tt	1 
dourg	bourg	1 
j’avois	j’avais	1 
miniftrc	ministre	1 
lincojn-shirc	lincoln-shirt	1 
willam	william	1 
juftice	justice	1 
jufqu’en	jusqu’en	1 
chex	chez	1 
kolle	colle	1 
ailmerh	ailier	1 
farmor	armor	1 
w	w	1 
davningleî9juini7i4	davningleî9juin7i4	1 
chareau	chapeau	1 
caernarvon	caernarvon	1 
juirti7i5’.	justin7i5’.	1 
bariiow	barrow	1 
païsde	païsde	1 
juiu	juin	1 
mr	mr	1 
ly	ly	1 
kilmury	gilmour	1 
stbwert	stewart	1 
ecoffais	ecossais	1 
odtobre	octobre	1 
odtobre	octobre	1 
heroert	herbert	1 
novemb	nombre	1 
ivagtr	vivant	1 
lexo	lex	1 
nevemb	neveu	1 
mylords	lourds	1 
féjour	féjour	1 
ad"trefois	ad"trois	1 
lcrvir	crire	1 
infpiré	inspiré	1 
préfenter	présenter	1 
perlonne	personne	1 
n’eft	n’est	1 
interefle	interface	1 
connoitre	connaitre	1 
regnent	regnent	1 
deftinez	destine	1 
naiflance	naissance	1 
s’acquiter	s’acquitter	1 
jeunefle	jeunesse	1 
ôflobre	ôflore	1 
jufqu’au	jusqu’au	3 
qufc	ufc	1 
pafiài	pariài	1 
féjournai	féjournal	1 
jufqu’au	jusqu’au	3 
abfenté	absenté	1 
jufqu’au	jusqu’au	3 
feroit	feront	1 
y	y	1 
d’elprit	d’esprit	1 
chofe	chose	1 
d’ofer	d’over	1 
manifefter	manifester	1 
fentimens	sentiment	1 
fur	fur	1 
confervation	conservation	1 
fuis	fois	1 
rcfpcét	cftcét	1 
mylords	lourds	1 
trèsobéiflant	trèsobéfilant	1 
olium	lium	1 
adolefccntes	adolescentes	1 
cupiam	occupa	1 
fiet	fit	1 
dicam	diam	1 
ftudiis	studios	1 
preface	surface	1 
c’étoit	c’étoit	1 
contenoit	contenait	1 
chofes	choses	1 
dangereufes	dangereuses	1 
s’tmaginant	s’imaginant	1 
difpenfer	dispenser	1 
génereufe	génerveux	1 
interefd	internet	1 
preface	surface	1 
cenfurer	censurer	1 
cenjurer	censurer	1 
aèregée	aèreée	1 
c’ejl	c’el	1 
rimprimer	imprimer	1 
fous	fous	1 
cenjurant	cenjurant	1 
mithodes	mithodes	1 
fiiez	fiez	1 
plnftenrs	planteurs	1 
plufieurs	plusieurs	1 
perfonnes	personnes	1 
fijour	jour	1 
pais	pais	1 
dnivei	niveau	1 
feanda-	canada-	1 
cftj",	cftc",	1 
thâgnum	thânum	1 
nullm	nulle	1 
lahr	laur	1 
auguft	august	1 
su/ptciont	su/ception	1 
fua	fut	1 
fy	f	1 
erit	crit	1 
flultt	sultat	1 
nudabit	rendait	1 
tnimi	timi	1 
vtlitn	tition	1 
ntqut	tout	1 
enim	anim	1 
mihi	midi	1 
verttm	ouvert	1 
ipfam	parmi	1 
phaed	place	1 
f	f	1 
ionnotire	gionnaire	1 
etudes	etudes	1 
feroit	feront	1 
jujte	juste	1 
abtls	alors	1 
délicatejfe	délicatesse	1 
l’articuliers	l’particuliers	1 
lpenfées	pensées	1 
fur	fur	4 
fur	fur	4 
fur	fur	4 
hùhfrtque	hùafrique	1 
fur	fur	4 
d’ef	d’en	1 
s’eft	s’est	1 
tems	tems	1 
d’ef	d’en	1 
preface	surface	1 
chofis	chois	1 
reffort	effort	1 
raifon	raison	2 
gout	gout	2 
fens	fens	1 
gout	gout	2 
queji	que	1 
vonloit	volont	1 
fons	fons	1 
propofe	propose	1 
pettt	petit	1 
letfure	culture	1 
profeffion	profession	1 
raifon	raison	2 
d’efptit	d’esprit	1 
lorfque	lorsque	1 
dtjent	sident	1 
difcours	discours	1 
n’ifl	n’ifl	1 
preface	surface	1 
gottt	gott	1 
fens	fens	1 
devroit	devrait	1 
fi	fi	1 
chofe	chose	1 
n’cil	n’cil	1 
fameuies	fameuses	1 
gcoles	coles	1 
l’impritnerie	l’imprimerie	1 
univcrfité	université	1 
eft	eft	1 
ctoit	croit	1 
univerfité	université	1 
univei-fircz	niveau-fircz	1 
julqu’à	jusqu’à	1 
etudians	etudiants	1 
falloit	fallait	1 
puflènt	puelènt	1 
doreurs	doreurs	1 
prefent	prement	1 
chtrle	contre	1 
afne	anne	1 
haerltm	harlem	1 
affocié	affirmé	1 
fes	fes	1 
maytnc	match	1 
l’accufa	l’accufa	1 
doacur	acteur	1 
faupw	faut	1 
quefois	enfouis	1 
déguifées	déguisées	1 
fouvent	fouvent	1 
8c	8c	1 
deet	dent	1 
prerqu’à	presqu’à	1 
auai	quai	1 
n’eut	n’eut	1 
raifon	raison	1 
fuperficiel	superficiel	1 
fe	fe	1 
fecours	recours	1 
fuffit	suffit	1 
foient	soient	1 
puiffent	puissent	1 
aifement	airement	1 
aflemblées	assemblées	1 
choifir	choisir	1 
l’ecolier	l’colier	1 
aftembler	trembler	1 
profeflion	profession	1 
fur	fur	1 
queftion	question	1 
compofitions	compositions	1 
ecolier	colier	1 
initruire	instruire	1 
tems	tems	2 
tems	tems	2 
fortira	sortira	1 
établiflement	établissement	1 
univerfitez	univerfitez	1 
pcrfonnel	personnel	1 
feulement	seulement	1 
féjour	féjour	1 
aipirans	aspirant	1 
l’univerfité	l’université	1 
fuivanc	financi	1 
ilatuts	statuts	1 
verroit	verront	1 
univerfitez	univerfitez	1 
devoient	devient	1 
fi	fi	1 
etudes	etudes	1 
kcolcs	coles	1 
toient	toient	1 
feroient	feraient	1 
eitimées	estimées	1 
pcttèâion-	pittèâion-	1 
c’étoir	c’évoir	1 
chofe	chose	1 
d’étudie	d’étudie	1 
préfent	présent	1 
lieurs	leurs	1 
parefle	parole	1 
rabins	rabbins	1 
pailcnt	plainte	1 
oifeux	mieux	1 
sinagogue	synagogue	1 
avoii	avoir	1 
uflidus	julius	1 
prièl	prièl	1 
ptabliques	publiques	1 
l’aflïftance	l’aflïfrance	1 
univerfitez	univerfitez	1 
choie	choie	1 
profet	projet	1 
di’igens	di’gens	1 
penfent	pensent	1 
propieg	propri	1 
tinguez	fatigue	1 
jaloufie	jalousie	1 
lelquelles	lesquelles	1 
ieules	seules	1 
emrêcherent	empêcherent	1 
graduez	graduel	1 
enlcigner	enseigner	1 
fuivre	suivre	1 
conltamment	constamment	1 
biltème	bitème	1 
foig	fois	1 
j	j	1 
pcnfions	opinions	1 
enfeigncr	enseigner	1 
cc	cc	1 
difputes	disputes	1 
fe	fe	1 
prépaient	prépaient	1 
tnens	tiens	1 
fubir	subir	1 
univerfitez	univerfitez	1 
feulement	seulement	1 
infpirer	inspirer	1 
cfprit	crit	1 
difpute	dispute	1 
féricule	féhicule	1 
feroient	feraient	1 
efprits	esprits	1 
donneroient	donneroient	1 
penfées	pensées	1 
itile	utile	1 
feroit	feront	1 
vanijfîmo	ventifîmo	1 
profiùunt	profitùun	1 
venerint	viennent	1 
alium	album	1 
tlel’tilos	tel’kilos	1 
sebou	secou	1 
tiileil	tilleul	1 
qad	ad	1 
ufu	ufs	1 
balemus	valeurs	1 
nnt	ont	1 
vidtnt	vident	1 
petron	patron	1 
schoîaftique	schîafrique	1 
eft	eft	1 
enftigner	enseigner	1 
poura	poura	1 
buinir	finir	1 
univcrûtez	suivreûtez	1 
longtems	longtemps	1 
profefleurs	professeurs	1 
font	font	1 
elpèce	espèce	1 
enfeigner	enseigner	1 
iiftèmesi	liftèmes	1 
infenff	influen	1 
u	u	1 
blement	lement	1 
qucilions	utilisons	1 
déflations	déflation	1 
diltinftions	distinctions	1 
fubtiles	subtiles	1 
pluficurs	plusieurs	1 
ifecits	ficits	1 
ocupé	coupé	1 
l’efprit	l’esprit	1 
gout	gout	1 
avoit	avoit	1 
ilemens	clemens	1 
lhiftoire	lhistoire	1 
cntièrement	entièrement	1 
philofophie	philosophie	1 
s’tl	s’l	1 
avoit	avoit	1 
auroit	aurait	1 
n’embratfent	n’embratfent	1 
gagnepain	gagnerait	1 
dénuez	déhuez	1 
perfonnel	personnel	1 
fe	fe	1 
vtyex	type	1 
jitdiit	gitimit	1 
jouiflent	jouaient	1 
l’acquerir	l’acquiert	1 
dignitez	dignit	1 
devroit	devrait	1 
femblable	semblable	1 
appelions	appelons	1 
caraftère	caractère	1 
perfonne	personne	1 
fes	fes	1 
tes	tes	1 
chevaiier	chevalier	1 
magifter	magister	1 
compofoient	composaient	1 
ancitnm	ancien	1 
fcandalc	scandale	1 
quiter	quitter	1 
cmhrafler	cmhrafler	1 
trtns	trans	1 
medccine	medicine	1 
maities	mairies	1 
tenoient	tenaient	1 
eleves	eleven	1 
dirigeoient	dirigeaient	1 
rendoient	rendaient	1 
fervices	services	1 
fe	fe	1 
formoient	formaient	1 
domeitiques	domestiques	1 
univerlité	université	1 
eii	ii	1 
fouvent	fouvent	1 
gers	gers	1 
maitrifrs	maitrise	1 
fctvi	cutif	1 
feroient	feraient	1 
cultivez	cultiver	1 
feroit-il	ferait-il	1 
terat	tera	1 
difent	disent	1 
efprits	esprits	1 
tourmens	tourment	1 
pluficurs	plusieurs	1 
loix	loix	1 
doâorat	doârat	1 
d’embraflër	d’embraerër	1 
(outenir	(obtenir	1 
tont	tont	1 
l’univerlité	l’université	1 
d’oxfort	d’oxford	1 
féjour	féjour	1 
l’univerfité	l’université	1 
rebutez	rebute	1 
l’efprit	l’esprit	1 
fur	fur	1 
etudians	etudiants	1 
uties	unies	1 
eréfenti	eréenti	1 
pouroit-on	pouroit-on	1 
tattriuer	attribue	1 
se	se	1 
n’avoient	n’avoient	1 
philofophes	philosophes	1 
cherchoient	cherchaient	1 
bion	bion	1 
elevus)	leurs)	1 
fon	fon	1 
nrrive	arrive	1 
penfions	pensions	2 
connoitre	connaitre	1 
publtant	publiant	1 
avet	avec	1 
luccès	succès	1 
n’auroient	n’auroient	1 
avoient	avoient	1 
groffes	griffes	1 
penfions	pensions	2 
reux	reux	1 
poftulent	postulent	1 
befoin	besoin	1 
vrages	trages	1 
ricn	rien	1 
noui	nous	1 
fejour	jour	1 
foins	foins	1 
fes	fes	1 
dépaïlé	déparïlé	1 
âfon	âfon	1 
diroit	droit	1 
fens	fens	1 
conttibue	contribue	1 
phis	puis	1 
plufieurs	plusieurs	1 
fur	fur	2 
fur	fur	2 
d’acqucrir	d’accourir	1 
tnhtm	tant	1 
quod	quoi	1 
vacuas	accus	1 
fepttm	fouett	1 
dedit	dudit	1 
flainâ	alainâ	1 
riiu	riau	1 
qliiitit	limitait	1 
ep	ep	1 
fur	fur	1 
employoient	employoient	1 
tems	tems	1 
appren.	apprend.	1 
controvcrles	controverses	1 
n’ocupoit	n’occupait	1 
je	je	1 
lifoient	lorient	1 
méditoienc	médistinct	1 
