Erreur	Correction	Fréquence	
pouvoit	pouvoir	1 
s’éclairer	éclairer	2 
défîmes	défies	1 
dix-neuf	dix-neuf	1 
caufe	cause	1 
efprits	esprits	1 
apperçut	aperçut	1 
défolbient	défilaient	1 
trine	trône	1 
rttablifsant	rttablifsant	1 
fagacké	agacé	1 
fimplicité	simplicité	1 
xiij	xiii	1 
fagacité	sagacité	1 
afsez	assez	1 
généralité	généralisé	1 
rendoit	rendait	1 
rétablifsement	rétablissement	1 
preferivent	prescrivent	1 
intelligibles	intelligible	1 
s’emprefsa	s’emprefsa	1 
foupiroient	foupiroient	1 
fouvenir	souvenir	1 
jeuneffe	jeunesse	1 
0"uvernement	gouvernement	1 
etdonnoit	etdonnoit	1 
pofsédoit	possédait	1 
fubfîitoit	fubfîitoit	1 
défintérefsement	désintéressement	1 
beftiaux	bestiaux	1 
juftice	justice	1 
préfidence	présidence	1 
remplifsoit	remplissait	1 
mandarinat	mandarin	1 
s’éleva	souleva	1 
jufqu’à	jusquà	1 
fuccès	succès	1 
fortit	sortit	1 
étok	ton	1 
difciples	disciples	1 
claffiques	classiques	1 
fubiïltcr	fubiïltcr	1 
xv	tv	1 
miniftre	ministre	1 
univerfellement	universellement	1 
-eut	peut	1 
bij	big	1 
réfolut	résolut	1 
tsi	si	1 
fubitement	subitement	1 
courtifan	courtisan	1 
génér	généré	1 
(i)	il	1 
hift	hit	1 
rvati	avait	1 
svïj	svp	1 
préfent	présent	1 
"ah	ah	1 
blement	blâment	1 
ling-kong	ling-kong	1 
époufe	épouse	1 
apperçut	aperçut	1 
s’écria	s’écria	1 
confu«	confus	1 
cius	crus	1 
venta«	vent	1 
fpectacle	spectacle	1 
jufqu’ici	jufqu’ici	1 
oifîve	oisive	1 
cornb	corne	1 
princefse	princesse	1 
attendoit	attendait	1 
iij	ii	1 
pagnie	pagaie	1 
«	a	1 
atta«	tata	1 
plaifir	plaisir	1 
chés	clés	1 
«	a	1 
aufïïtôt	aufïïtôt	1 
defeendit	descendit	1 
paroître	paraître	1 
évita	évite	1 
portoit	portait	1 
préfident	président	1 
difciples	disciples	1 
inftruifoït	inftruifoït	1 
fabre	faire	1 
ca-	car	1 
xix	six	1 
afsez	assez	1 
«	a	2 
protec«	protect	1 
fouvent	souvent	1 
miniftres	ministres	1 
perfécuté	persécuté	1 
plaifants	plaisants	1 
voluptueufes	voluptueuses	1 
confidéroit	considérait	1 
acc	arc	1 
difoit	doit	1 
pafsé	passé	1 
ainfi	ainsi	1 
vez-vous	vez-vous	1 
rvati	avait	1 
nir	ni	1 
l’avé«	l’avé	1 
préparez-vous	préparez-vous	1 
dcfscins	dcfscins	1 
«	a	2 
(i)	il	1 
inftruélion	inftruélion	1 
feslumieresil	feslumieresil	1 
confacra	consacra	1 
miniftres	ministres	1 
fes	les	1 
fatisfaireleurcuriofité	fatisfaireleurcuriofité	1 
excitoit	excitait	1 
eompofa	composa	1 
difciples	disciples	1 
fentit	sentit	1 
penfeigner	enseigner	1 
genér	gener	1 
hilt	hit	1 
(i)	il	1 
perfuader	persuader	1 
xsj	sj	1 
fimplicité	simplicité	1 
rendît	rendit	1 
propofoit	proposait	1 
fuperficiels	superficiels	1 
acceffible	accessible	1 
falloit	fallait	1 
courtifans	courtisans	1 
oififs	oisifs	1 
cmpire	empire	1 
pénétrants	pénétrant	1 
vouloit	voulait	1 
étoit	était	1 
s’il	sil	1 
poilîble	poilîble	1 
pafsager	passager	1 
empe-	tempe	1 
xxij	xxie	1 
rvati	avait	1 
poffiblc	poffiblc	1 
impreffion	impression	1 
doncquefadocfriué	doncquefadocfriué	1 
fouvenit	souvent	1 
étoit	était	1 
fes	les	1 
efptits	petits	1 
reurs	leurs	1 
infmi	infos	1 
s’il	sil	1 
fouvent	souvent	1 
connoifsoit	connoifsoit	1 
faifant	faisant	1 
favoit	avoit	1 
fentir	sentir	1 
préfentant	présentant	1 
donnoit	donnait	1 
nécerfité	nécessité	1 
connoifsance	connaissance	1 
fur-tout	surtout	1 
folide	folie	1 
perfuader	persuader	1 
fes	les	1 
xxii)	xiii	1 
pourroit	pourrait	1 
nécefsaire	nécessaire	1 
fes	les	4 
ftyle	style	1 
précifion	précision	1 
facrifîcr	facrifîcr	1 
fouvenir	souvenir	1 
s’interdire	interdire	1 
négligea	négliger	1 
précicifion	précicifion	1 
fes	les	1 
difciples	disciples	1 
fophe	force	1 
xxv	xxx	1 
amufer	amuser	1 
applaudifsements	applaudissements	1 
fes	les	1 
doftrine	doctrine	1 
infpiré	inspiré	1 
difciples	disciples	1 
apprisl’art	apprisl’art	1 
foixante	soixante	1 
couragede	courage	1 
miniftres	ministres	1 
cnfcignement	cnfcignement	1 
doctrinede	doctrine	1 
néceflité	nécessité	1 
illupcres	illustres	1 
dynaftie	dynastie	1 
dis-je	dise	1 
chao-hoangti	chao-hoangti	2 
vifîter	visiter	1 
xxvij	xxie	1 
inftituteurs	instituteurs	1 
inftituent	instituant	1 
s’y	say	1 
falle	fille	1 
fuccefseurs	successeurs	1 
doéleurs	douleurs	1 
fes	les	1 
conftruire	construire	1 
fujets	sujets	1 
hantchang-ti	hantchang-ti	1 
rétablifsent	rétablissent	1 
i-lift	lift	1 
51s	pas	1 
gén	gin	1 
(o	to	1 
cij	ci	1 
aujour«	aujourd	1 
invocc	invocc	1 
miao	ciao	1 
efprit	esprit	1 
re«	re	1 
ainfi	ainsi	1 
fiege	siege	1 
«	a	2 
l’ef(ij	l’ef(ij	1 
auffitôt	aussitôt	1 
quentfe	quinte	1 
j8ô	je	1 
gén	gin	1 
hift	hit	1 
ainfi	ainsi	1 
xxix	xxx	1 
=»	de	1 
«	a	1 
imce	ice	1 
(i).	(i).	1 
foieries	soieries	1 
confacrées	consacrées	1 
irréfragable	irréfragable	1 
falles	filles	1 
afsurent	assurent	1 
(i)	il	1 
hift	hit	1 
pourfa	pourra	1 
défordres	désordres	1 
miao	ciao	1 
repofe	repose	1 
fes	les	1 
efprit	esprit	1 
s’éteint	éteint	1 
facrés	sacrés	1 
elt	et	1 
dynaftic	dynastie	2 
fuccefseur	successeur	1 
afyles	ailes	1 
difciple	disciple	1 
xxxj	xxx	1 
philofophe	philosophe	1 
reconuoître	reconnaître	1 
lui-même	lui-même	1 
expofée	exposée	1 
fes	les	1 
fîx	fax	1 
difciples	disciples	1 
lestsée-chu	lestsée-chu	1 
claflîques	claflîques	1 
canoniques	canonique	1 
memcius	mercis	1 
tufie	tue	1 
piétéfilialesel’école	piétéfilialesel’école	1 
canoniques	canonique	1 
perfonne	personne	1 
aujourd’hui	aujourdhui	1 
enfeigne	enseigne	1 
not’lprocem	not’lprocem	1 
(i)	il	1 
aujourd’hui	aujourdhui	1 
fyftême	systême	1 
exifte	existe	1 
fophie	sophie	1 
daffîques	daffîques	1 
xxxîij	xxxîij	1 
canoniques	canonique	1 
connoître	connaître	1 
colleâdon	colleâdon	1 
fyftême	systême	1 
feroient	feraient	1 
eftimables	estimables	1 
penfois	pensais	1 
s’occupent	occupent	1 
quelques-uns	quelques-uns	1 
philofotome	philofotome	1 
s’étoient	s’étoient	1 
connoît	connaît	1 
amftcrdam	amsterdam	1 
fyfrême	fyfrême	1 
imprilné	imprimé	1 
ainfî	ainsi	1 
halde	halte	1 
françoife	françoise	1 
perfonnes	personnes	1 
noëlétoitcertainementphilofopke	noëlétoitcertainementphilofopke	1 
seroit	serait	1 
peufé	peux	1 
-chiuoife	-chiuoife	1 
xxxv	xxx	1 
aujourd’hui	aujourdhui	1 
raifon	raison	2 
rétablifsement	rétablissement	2 
ainfî	ainsi	1 
c’eft-àdire	c’eft-àdire	1 
fes	les	1 
conduifent	conduisent	1 
auflî-bien	auflî-bien	1 
femblables	semblables	1 
xxxvij	xxxvij	1 
philofophe	philosophe	1 
jufte	juste	1 
feiences	sciences	1 
philofophe	philosophe	1 
paraphrasé	paraphrase	1 
pp	pu	1 
penfent	pensent	1 
ainfi	ainsi	2 
favants	savants	1 
rhéteur	routeur	1 
penferont	penseront	1 
xxxix	xxx	1 
traduqion	traduction	1 
jufie	julie	1 
soi-même	soi-même	1 
renou	rendu	1 
»	a	1 
veller	veiller	1 
cefse	cesse	1 
fcience	science	1 
degré-	degrés	1 
raifonnable	raisonnable	1 
s’arrêter	arrêter	1 
aij	ai	1 
faifant	faisant	1 
rétablifsant	établissant	1 
s’y	say	1 
s’en	sien	1 
raifonnable	raisonnable	1 
fîneeres	fenetres	1 
furface	surface	1 
ainfi	ainsi	1 
pallions	allions	1 
obfcurcir	obscurcir	1 
afsez	assez	1 
lorfque	lorsque	1 
rai-	raid	1 
lagrande	grande	1 
rétablifsement	rétablissement	1 
obftacles	obstacles	1 
déracinant	dégainant	1 
iij	ii	1 
s’approcher	rapprocher	1 
raifonnable	raisonnable	1 
fes	les	1 
difllpant	difllpant	1 
inftructions	instructions	1 
ainfl	ainsi	1 
fali	sali	1 
vicieufes	vicieuses	1 
exhortations	exportations	1 
à-peuprès	à-peuprès	1 
fonnable	fonnable	1 
s’efforce	efforce	1 
parfes	parles	1 
lorsqu’il	lorfqu’il	1 
lui-même	lui-même	1 
cefse	cesse	1 
maifon	maison	1 
raifonnable	raisonnable	1 
entreprife	entreprise	1 
ainfî	ainsi	1 
cefser	cesser	1 
s’arrête	arrête	1 
connoît	connaît	1 
foutenu	foutent	1 
deftination	destination	1 
cft	cet	1 
connoifsance	connaissance	1 
s’affranchir	affranchir	1 
s’arrêter	arrêter	1 
diftinguer	distinguer	1 
lorfque	lorsque	1 
fes	les	1 
conféquent	conséquent	1 
fens	gens	1 
s’arrêter	arrêter	1 
prefque	presque	1 
chofes	choses	1 
desfruits	desfruits	1 
s’expofer	s’expofer	1 
méprife	méprise	1 
s’ils	suis	1 
voudroit	voudrait	1 
auroit	aurait	1 
s’y	say	1 
enfuite	ensuite	1 
leurame	leurre	1 
entreprife	entreprise	1 
confifte	confite	1 
connoifsance	connaissance	1 
connoît	connaît	1 
s’en	sien	1 
fages	pages	1 
compofent	composent	1 
raifonnable	raisonnable	1 
obfcurcie	obscurcie	1 
fuivirent	suivirent	1 
falloit	fallait	1 
ilfalloit	ilfalloit	1 
régnerla	régnera	1 
réuffir	réussir	1 
maifon	maison	2 
pouvoient	pouvaient	1 
pxquît	paquet	1 
falloit	fallait	3 
connoifsance	connaissance	1 
affermifsant	affermifsant	1 
raifonnement	raisonnement	1 
chofes	choses	1 
étoit	était	1 
c’eft-à-dire	c’eft-à-dire	1 
feul	seul	1 
philofophie	philosophie	1 
étoit	était	1 
portoit	portait	1 
ainfi	ainsi	1 
fublime	sublime	1 
bafe	base	1 
philofophie	philosophie	1 
connoît	connaît	1 
dif-	diff	1 
philofophie	philosophie	1 
connoifsance	connaissance	2 
ccrnement	garnement	1 
déshonnêtc	déshonnêtc	1 
connoifsance	connaissance	3 
déshonnête	déshonnête	1 
mal(i).	mal(i).	1 
nécefsaîrement	nécessairement	1 
naifsent	naissent	1 
connoît	connaît	2 
(i)	il	1 
nécefsairement	nécessairement	1 
philofophie	philosophie	1 
favoir	avoir	1 
maifon	maison	1 
fes	les	1 
affermie	affermir	1 
connoifsance	connaissance	1 
caufer	causer	1 
maifon	maison	1 
efpece	espece	1 
établifsant	établissant	1 
vifiblement	visiblement	1 
indifsoluble	indifsoluble	1 
philofophie	philosophie	1 
fublime	sublime	1 
grandescience	grandescience	1 
connoiffances	connoiffances	1 
naifsent	naissent	1 
maifon	maison	2 
produifent	produisent	1 
difeipline	discipline	2 
connoifsances	connaissances	1 
s’appliquer	appliquer	1 
fes	les	3 
depuisl’empereurjufqu’au	depuisl’empereurjufqu’au	1 
ainfi	ainsi	1 
bij	big	1 
fujets	sujets	1 
mauvaifes	mauvaises	1 
maifon	maison	1 
fortir	sortir	1 
defséché	desséché	1 
sides	sites	1 
uneprovinceou	uneprovinceou	1 
fuivre	suivre	1 
fes	les	1 
efprit	esprit	1 
entreprife	entreprise	1 
embrafse	embrasse	1 
indiftinétement	indistinctement	1 
àlafois	àlafois	1 
1a	la	1 
maifon	maison	1 
nfanguins	sanguins	1 
voifins	voisins	1 
compofent	composent	1 
éta-.	était	1 
maifon	maison	2 
pourroit-il	pourroit-il	1 
fes	les	2 
fà	à	1 
voifmset	voifmset	1 
blir	blair	1 
chère,	chère	1 
nécefsaires	nécessaires	1 
oila	voila	1 
fcience	science	1 
des’éleveràlaperfection	des’éleveràlaperfection	1 
fcience	science	1 
lerenouvellement	renouvellement	1 
moi-même	moi-même	1 
°.	de	1 
tfun-tfée	tfun-tfée	1 
3°.les	3°.les	1 
i°.	il	1 
connoître	connaître	2 
lanéceflîté	lanéceflîté	1 
chofes	choses	1 
6°.	6°.	1 
îo	to	1 
fages	pages	1 
impoffible	impossible	1 
difciple	disciple	1 
de’confucius	de’confucius	1 
fpéculations	spéculations	1 
efpece	espece	1 
éclaircifsements	éclaircissements	1 
feience	science	1 
defquels	desquels	1 
foit	fait	1 
scien6l	science	1 
soi-même	soi-même	1 
sun-tsée	sun-tsée	1 
plufieurs	plusieurs	1 
raifonnable	raisonnable	1 
confifte	confite	1 
canoniques	canonique	1 
préferver	préserver	1 
lesfïlsdeven-ven	lesfïlsdeven-ven	1 
illuftre	illustre	1 
raifonnable	raisonnable	1 
regardoit	regardait	1 
pouvoit	pouvoir	1 
«	a	1 
délirèrent	délibèrent	1 
refpeér	reperé	1 
enfuite	ensuite	1 
dynaftie	dynastie	1 
fes	les	1 
fournirent	fourniront	1 
difent	disent	1 
(i).	(i).	1 
rétablifsement	rétablissement	1 
miniftre	ministre	1 
fes	les	1 
taiticn	tatin	1 
négligea	négliger	1 
chou-king	chou-king	3 
amelot	camelot	1 
pareequ’ils	pareequ’ils	1 
;,	de	1 
cîu	cru	1 
(i)	il	1 
fuccinfts	fuccinfts	1 
2j	j	1 
raifon	raison	1 
mauvaifes	mauvaises	1 
rcpréfentations	représentations	1 
s’expofoit	s’expofoit	1 
inflructions	instructions	1 
miniftre	ministre	1 
infenfible	insensible	1 
tchin-tac	tchin-tac	1 
fépulture	sépulture	1 
(i).	(i).	1 
fuccefseurd’y-a-o	fuccefseurd’y-a-o	1 
efprit	esprit	1 
cliun	clin	1 
ibid	ici	1 
(i)	il	1 
?€	de	1 
infenfiblement	infenfiblement	1 
lui-même	lui-même	1 
obferva	observa	1 
étoit	était	1 
raifonnable	raisonnable	1 
fes	les	1 
lorfque	lorsque	1 
siang	sang	1 
y-a-o	yao	1 
y-a-o	yao	1 
1)	de	1 
raifonnable	raisonnable	1 
difcrétion	discrétion	1 
fupérieur	supérieur	1 
par-tout	partout	1 
avoient	avaient	1 
corrigèrent	corrigent	1 
fes	les	1 
jufques-là	jufques-là	1 
mauvaife	mauvaise	1 
fpeétacle	spectacle	1 
(i).	(i).	1 
heu(	heu	1 
i)	il	1 
soimême	somme	1 
reufe	reufs	1 
s’élevant	élevant	1 
tchin-tang	tchin-tang	1 
baffin	biffin	1 
portoit	portait	1 
lavoit	lavait	1 
afsez	assez	1 
vifage	visage	1 
devoit	devoir	1 
infcriptiongravée	infcriptiongravée	1 
l’inltruc"tion	l’inltruc"tion	1 
loix	loin	1 
fè	f	1 
religieufes	religieuses	1 
foutiennent	soutiennent	1 
defir	desir	2 
miniftres	ministres	1 
chou-king	chou-king	1 
fotiverains	fotiverains	1 
inftruftions	instructions	1 
soi-même	soi-même	1 
renouvellement-de	renouvellement-de	1 
dupeupie	duperie	1 
lui-même	lui-même	1 
fuivit	suivit	1 
fes	les	1 
efprit	esprit	1 
renouvella	renouvelle	2 
venvam	venom	1 
clii-king	clii-king	1 
tcheous	thous	1 
yen-vam	yen-vam	1 
foutient	foutent	1 
jufqu’à	jusquà	1 
hev-eié	hev-eié	1 
de-	de	1 
«	a	2 
çc	ça	1 
foient	soient	1 
î-j	île	1 
ïa	la	1 
périal	péril	1 
«	a	1 
imk	ima	1 
soi-même	soi-même	1 
croyoient	croyaient	1 
dévoient	dévorent	1 
fixerdans	fixerons	1 
troifîeme	troisieme	1 
puifse	puisse	1 
l’empereur-	l’empereur	1 
diftrict	district	1 
«	a	2 
chi-king	thinking	1 
ftades	stades	1 
conftamment	constamment	1 
efpace	espace	1 
perfonne	personne	1 
paifible«	paisible	1 
’	a	1 
«	a	2 
»c	c	1 
mien-man	mien-man	1 
repofer	reposer	1 
"ils	ils	1 
favent	savent	1 
conf«	confi	1 
truire	truie	1 
«	a	1 
ferepofer	ferepofer	1 
clii-king	clii-king	1 
connoiisances	connaissances	1 
s’arrêter	arrêter	1 
jaunâ«	jaune	1 
efearpés	efearpés	1 
oifeaux	oiseaux	1 
lifantcepafsage	lifantcepafsage	1 
connoiffent	connoiffent	1 
difoit	doit	1 
n’eft-il	n’eft-il	1 
filoin	filon	1 
foit	fait	1 
fubli«	oublié	1 
fages	pages	1 
voulez-vous	voulez-vous	1 
tendoit	tendait	1 
s’y	say	1 
vam	va	1 
infatiga-	infatiga-	1 
efprit	esprit	1 
fplen«	filent	1 
deur	deux	1 
«	a	3 
préfentement	présentement	1 
chi-king	thinking	1 
venvam	venom	1 
favoir	avoir	1 
perfeûion	perfection	1 
«	a	1 
blcs	blocs	1 
venvam	venom	1 
etdans	dans	1 
fuivez	suivez	1 
dans-	dans	1 
i.a	ira	1 
cefse	cesse	1 
voyez-vous	voyez-vous	1 
limpidité	timidité	1 
chi«	chic	1 
fes	les	2 
couronnent	couronnant	1 
peâ	peu	1 
rofeaux	roseaux	1 
verducc	verdict	1 
croifsent	croisent	1 
«	a	2 
ven-vam	ven-vam	1 
enfuite	ensuite	1 
fculpeeteur	fculpeeteur	1 
«	a	1 
feie	foie	1 
riflard	billard	1 
cifeauet	cifeauet	1 
confidérez	considérez	1 
1a	la	1 
lapidaire	lampadaire	1 
pofcc	porc	1 
enfuite	ensuite	1 
fes	les	1 
fagacité	sagacité	1 
ven-vam	ven-vam	1 
fédoit	doit	1 
fculpteurqui	fculpteurqui	1 
enfuite	ensuite	1 
riflard	billard	1 
feie	foie	1 
venvam	venom	1 
lapidaire	lampadaire	1 
fes	les	1 
fciences	sciences	1 
défïgne	désigne	1 
s’occupe	occupe	1 
s’en	sien	1 
s’eft	sent	1 
efprit	esprit	1 
diftraction	distraction	1 
cefsé	censé	1 
’	a	1 
«	a	2 
tance	tante	1 
nésrliçrence	nésrliçrence	1 
poe’te	poete	1 
connoifsances	connaissances	1 
acquifes	acquises	1 
aflîdu	aflîdu	1 
devoit	devoir	1 
maccnieres	manieres	1 
»	a	1 
lui-même	lui-même	1 
perfonne	personne	1 
répandoit	répandit	1 
fes	les	1 
majefté	majesté	1 
infpiroit	inspirait	1 
voyoient	voyaient	1 
«	a	1 
refpeâ,	refpeâ,	1 
defir	desir	1 
pof«	pour	1 
yen-vam	yen-vam	1 
s’étoit	sétait	1 
ré-	réa	1 
«	a	2 
conclufîon	conclusion	1 
dis-je	dise	1 
fédoit	doit	1 
refpeit	respect	1 
tablifsant	établissant	1 
raifonnable	raisonnable	1 
fouvenir	souvenir	1 
impreflion	impression	1 
enfevelies	ensevelies	1 
efprits	esprits	1 
luftre	lustre	1 
préfente	présente	1 
«	a	2 
chi-king	thinking	1 
ilre	lire	1 
efi	fi	1 
fages	pages	1 
fuivi	suivi	1 
jufqu’ànous	jufqu’ànous	1 
perfonne	personne	1 
tranfmis	transmis	1 
parcequ’ils	parcequ’ils	1 
s’eftperpétuée	s’eftperpétuée	1 
science’	science	1 
inftitutions	institutions	1 
établifsements	établissements	1 
fouvenirseraprécieux	fouvenirseraprécieux	1 
s’eft	sent	1 
loix	loin	1 
ainfi	ainsi	1 
fucceflîorr	fucceflîorr	1 
iiluftres	illustres	1 
fubilftance	fubilftance	1 
jouifsent	jouissent	1 
perpétuée	perpétue	1 
poftérité	postérité	1 
confùcius	confucius	1 
i’ac-	imac	1 
chofes	choses	1 
«	a	1 
cefsoireetleprincipal	cefsoireetleprincipal	1 
«	a	1 
pourrois	pourrais	1 
difoit	doit	1 
a-t-il	atil	1 
men0	mens	1 
refpeâ	reflet	1 
dii	dit	1 
fenttment	sentiment	1 
foimême	foimême	1 
faufseté	fausseté	1 
confifte	confite	1 
nge	ne	1 
feience	science	1 
infpirer	inspirer	1 
fource	force	1 
curiofité	curiosité	1 
improbation	probation	1 
raifonnable	raisonnable	1 
fage	face	1 
fociales	sociales	1 
confidération	considération	1 
eux-mêmes	eux-mêmes	1 
s’efforcent	s’efforcent	1 
afpirer	aspirer	1 
defquels	desquels	1 
ofent	osent	1 
défirent	désirent	1 
tx	tu	1 
naifsent	naissent	1 
jurifprudence	jurisprudence	1 
juftice	justice	1 
chofes	choses	1 
connoître	connaître	1 
confifte	confite	1 
expliquoit	expliquait	1 
connoifsance	connaissance	1 
tfun-tfée	tfun-tfée	1 
s’eft	sent	1 
;.	de	1 
diij	dit	1 
fubftituées	fubftituées	1 
paroifsent	paraissent	1 
1a	la	1 
fens	gens	1 
bienetdanslavraiehainedumal	bienetdanslavraiehainedumal	1 
lefixieme	lefixieme	1 
foi-même	foi-même	1 
fource	force	1 
déguifement	déguisement	1 
lui-même	lui-même	1 
faufseté	fausseté	1 
naîtledifcernement	naîtledifcernement	1 
fincérité	sincérité	2 
méprifes	méprises	1 
ainli	ainsi	1 
illufions	illusions	1 
8c	c	1 
fatisfaétion	satisfaction	1 
scrtncl	scrtncl	1 
1a	la	1 
gkand’ê	gkand’ê	1 
fouvent	souvent	1 
diflîmulation	diflîmulation	1 
fincéritélaplus	fincéritélaplus	1 
folitude	solitude	1 
lui-même	lui-même	1 
déguifement	déguisement	1 
connoître	connaître	1 
fage	face	1 
feul	seul	1 
pofllble	pofllble	1 
efpece	espece	1 
au-dedans	au-dedans	1 
eux-	eux	1 
agifsent	agissent	1 
ainfi	ainsi	1 
efpece	espece	1 
préfomptueux	présomptueux	1 
feuls	seuls	1 
refufent	refusent	1 
pourvoilerleur	pourvoilerleur	1 
efl	el	1 
fage	face	2 
phyfionomie	physionomie	1 
paroît-il	paroît-il	1 
auflitôt	aussitôt	1 
refsources	ressources	1 
prodigieufement	prodigieusement	1 
fes	les	3 
pourainfi	pourainfi	1 
fendaient	rendaient	1 
affeftionde	affectionne	1 
expreffions	expressions	1 
fes	les	1 
chofes	choses	1 
cefse	cesse	1 
s’y	say	1 
connoît	connaît	1 
fage	face	2 
puifse	puisse	1 
s’enveloppe	enveloppe	1 
fentiment	sentiment	1 
faufses	fausses	1 
efsence	essence	1 
liaifons	liaisons	1 
lefquelles	lesquelles	1 
au-dehors	au-dehors	1 
perfonne	personne	1 
fentiment	sentiment	1 
pafse	passe	1 
manifefte	manifeste	1 
obfervent	observent	1 
no-	non	1 
au-dehors	au-dehors	1 
foit	fait	1 
fes	les	1 
fourds	lourds	1 
s’obferver	s’obferver	1 
puifque	puisque	1 
entendent:	entendent	1 
ainfiauffitêt	ainfiauffitêt	1 
femble	semble	1 
foient	soient	1 
pofseflîonducoeurde	pofseflîonducoeurde	1 
maifon	maison	1 
fes	les	1 
efe	eue	1 
1a	la	1 
averfion	aversion	1 
chofe	chose	1 
fage	face	1 
commela	comme	1 
ainli	ainsi	1 
s’affermir	raffermir	1 
feptieme	septieme	1 
fes	les	1 
«	a	3 
ture	tuer	1 
lorfque	lorsque	1 
triftefse	tristesse	1 
lï	le	1 
laraifon	laraifon	1 
impofent	imposent	1 
lence	lance	1 
abfolument	absolument	1 
ainfi	ainsi	1 
;,	de	1 
s’affranchir	affranchir	1 
ufagelégitime	ufagelégitime	1 
s’il	sil	1 
pouffiere	poussiere	1 
repréfenter	représenter	1 
conferver	conserver	1 
lagrande	grande	1 
paflîons	parlons	1 
foit	fait	1 
ainfi	ainsi	1 
difeerne	discerne	1 
eij	ein	1 
lorfque	lorsque	1 
tumultueufes	tumultueuses	1 
fens	gens	2 
pareeque	parceque	1 
domter	douter	1 
au-dehors	au-dehors	1 
défordre	désordre	1 
fondrions	fonctions	1 
maifon	maison	1 
lorfque	lorsque	1 
fes	les	1 
maifon	maison	1 
difcipline	discipline	1 
fes	les	1 
fentiment	sentiment	1 
fignifie	signifie	1 
domeftique	domestique	1 
fuggeftions	suggestions	1 
raifon	raison	1 
fentimcnts	sentiments	1 
commifération	commifération	1 
aujourd’hui	aujourdhui	1 
prefque	presque	1 
refpecl	respect	1 
iij	ii	1 
configné	consigné	1 
«	a	1 
tendrefse	tendresse	1 
connoît	connaît	1 
"l’avarice	l’avarice	1 
«	a	1 
richefse	richesse	1 
ré«	réa	1 
»	a	1 
maifon	maison	1 
royau«	royaux	1 
«	a	1 
gner	gêner	1 
maifon	maison	1 
domeftique	domestique	1 
difeipline	discipline	1 
cou-	coup	1 
scîïncï	scîïncï	1 
inftruire	instruire	1 
duiteetparfon	duiteetparfon	1 
pourra-t-il	pourra-t-il	1 
polîîble	polîîble	1 
fouverain	souverain	2 
maifon	maison	2 
foumiffion	foumiffion	1 
fage	face	1 
magiftrats	magistrats	1 
refpeiït	repeint	1 
fortir	sortir	1 
